n,kappa,predicted,actual
5531,2.3326724806547072,composite,prime
5532,13.996328479409266,composite,composite
5533,4.6655406739409555,composite,composite
5534,4.6656385037294115,composite,composite
5535,18.662945263366048,composite,composite
5536,13.997502330850931,composite,composite
5537,6.998897830593284,composite,composite
5538,18.664118584734116,composite,composite
5539,4.666127387654039,composite,composite
5540,13.998675334440273,composite,composite
5541,4.666322817668055,composite,composite
5542,9.332841012448593,composite,composite
5543,4.666518177155179,composite,composite
5544,55.99938996560473,composite,composite
5545,4.666713466166297,composite,composite
5546,9.33362216851848,composite,composite
5547,7.000363027128356,composite,composite
5548,14.001018802954906,composite,composite
5549,4.667103832963776,composite,composite
5550,28.00320828416998,composite,composite
5551,9.334597821703268,composite,composite
5552,11.668491058600043,composite,composite
5553,7.001240877699712,composite,composite
5554,4.667591395937333,composite,composite
5555,9.335377711717824,composite,composite
5556,14.003358894712585,composite,composite
5557,2.3339418615397496,composite,prime
5558,9.335962260782267,composite,composite
5559,9.33615704035748,composite,composite
5560,18.672703569794482,composite,composite
5561,4.668273247207078,composite,composite
5562,18.67348233784164,composite,composite
5563,2.3342339521074553,composite,prime
5564,14.005695619430606,composite,composite
5565,18.674649965010286,composite,composite
5566,14.006279275644916,composite,composite
5567,4.668857008370348,composite,composite
5568,32.682679685074845,composite,composite
5569,2.3345257278092344,composite,prime
5570,9.338297306114178,composite,composite
5571,7.003868749570662,composite,composite
5572,14.008028986784366,composite,composite
5573,2.334720070353195,composite,prime
5574,9.339074536776339,composite,composite
5575,7.004451567969571,composite,composite
5576,18.678925885949095,composite,composite
5577,14.009485640751285,composite,composite
5578,4.669925604942087,composite,composite
5579,4.6700226455684914,composite,composite
5580,42.03107701922289,composite,composite
5581,2.335108337325239,composite,prime
5582,4.670313663118523,composite,composite
5583,4.670410634212906,composite,composite
5584,11.676268969849627,composite,composite
5585,4.670604524305576,composite,composite
5586,28.02420865989779,composite,composite
5587,4.670798344978232,composite,composite
5588,14.012685687892759,composite,composite
5589,14.012976288841703,composite,composite
5590,18.68435578373352,composite,composite
5591,2.3355928891311106,composite,prime
5592,18.68513037309316,composite,composite
5593,9.342758781945555,composite,composite
5594,4.6714761713668755,composite,composite
5595,9.343145868923541,composite,composite
5596,7.007504520395468,composite,composite
5597,4.671766408778679,composite,composite
5598,14.015589360039145,composite,composite
5599,4.671959813972928,composite,composite
5600,42.048508415980386,composite,composite
5601,4.672153150093893,composite,composite
5602,4.672249792267308,composite,composite
5603,4.672346417190893,composite,composite
5604,14.01732907461241,composite,composite
5605,9.345079230626391,composite,composite
5606,4.672636188524217,composite,composite
5607,14.01819823353005,composite,composite
5608,9.345658566553471,composite,composite
5609,4.672925804830517,composite,composite
5610,37.384178473419965,composite,composite
5611,4.6731187963238074,composite,composite
5612,14.019645798826742,composite,composite
5613,4.673311719038945,composite,composite
5614,9.346816309240046,composite,composite
5615,4.673504573024934,composite,composite
5616,46.73600974259798,composite,composite
5617,4.6736973583307275,composite,composite
5618,7.01069058786575,composite,composite
5619,4.673890075005225,composite,composite
5620,14.021959222863016,composite,composite
5621,9.34816544619455,composite,composite
5622,9.348358042880264,composite,composite
5623,2.3371376513278364,composite,prime
5624,18.69748626699994,composite,composite
5625,17.529254301484354,composite,composite
5626,9.349128087198567,composite,composite
5627,4.674660256366433,composite,composite
5628,28.048538712220147,composite,composite
5629,4.6748526306161295,composite,composite
5630,9.349897584221642,composite,composite
5631,4.675044936526835,composite,composite
5632,23.375705319351187,composite,composite
5633,4.67523717414709,composite,composite
5634,14.02599980209035,composite,composite
5635,14.026288030576127,composite,composite
5636,7.013288103958377,composite,composite
5637,4.675621444710127,composite,composite
5638,4.675717469745047,composite,composite
5639,2.3379067388748616,composite,prime
5640,37.40727574984155,composite,composite
5641,2.3380027213462484,composite,prime
5642,18.704405598570652,composite,composite
5643,18.704789358346893,composite,composite
5644,14.028879787592118,composite,composite
5645,4.6763891684806325,composite,composite
5646,9.352970114885048,composite,composite
5647,2.3382904647111995,composite,prime
5648,11.691691961065674,composite,composite
5649,9.353545244920296,composite,composite
5650,14.030605330590124,composite,composite
5651,2.3384821238209765,composite,prime
5652,21.046770156608485,composite,composite
5653,2.338577902507918,composite,prime
5654,9.354503116579602,composite,composite
5655,18.709389178519082,composite,composite
5656,18.709772056166933,composite,composite
5657,2.338769358265838,composite,prime
5658,18.710537608422314,composite,composite
5659,2.3388650353847105,composite,prime
5660,14.033477167587538,composite,composite
5661,14.033764072172481,composite,composite
5662,9.356033950720667,composite,composite
5663,4.678112576443662,composite,composite
5664,28.06924896388067,composite,composite
5665,9.356607455951286,composite,composite
5666,4.678399278436212,composite,composite
5667,4.6784948120344385,composite,composite
5668,14.035770986328822,composite,composite
5669,2.3393429143338325,composite,prime
5670,46.78781311714557,composite,composite
5671,4.678876777922889,composite,composite
5672,9.3579444545972,composite,composite
5673,9.358135319695252,composite,composite
5674,4.6791630755758975,composite,composite
5675,7.018887711734015,composite,composite
5676,28.07612313956333,composite,composite
5677,4.679449221895456,composite,composite
5678,9.359089140799929,composite,composite
5679,7.019459853169994,composite,composite
5680,23.398676085207327,composite,composite
5681,9.35966103038056,composite,composite
5682,9.359851593131364,composite,composite
5683,2.3400105305867864,composite,prime
5684,21.060523390589346,composite,composite
5685,9.36042308022085,composite,composite
5686,4.680306754451176,composite,composite
5687,7.020602928071999,composite,composite
5688,28.082982797440717,composite,composite
5689,2.3402961485167086,composite,prime
5690,9.36137488886755,composite,composite
5691,9.361565150227479,composite,composite
5692,7.021316533618779,composite,composite
5693,2.340486393167994,composite,prime
5694,18.724271467560047,composite,composite
5695,9.362325861494252,composite,composite
5696,16.38440292269618,composite,composite
5697,9.362706016788147,composite,composite
5698,18.7257920887825,composite,composite
5699,4.6815430193237,composite,composite
5700,42.13474199805735,composite,composite
5701,2.3408664817914113,composite,prime
5702,4.681827910725564,composite,composite
5703,4.681922841218213,composite,composite
5704,18.728071020266437,composite,composite
5705,9.36422530455318,composite,composite
5706,14.04662259856196,composite,composite
5707,4.682302396804627,composite,composite
5708,7.023595866201508,composite,composite
5709,9.364984149697891,composite,composite
5710,9.365173777908534,composite,composite
5711,2.3413408432280596,composite,prime
5712,46.82776467360318,composite,composite
5713,4.682871231672673,composite,composite
5714,4.682965979398993,composite,composite
5715,14.049182131635247,composite,composite
5716,7.024733137675113,composite,composite
5717,2.341625061559887,composite,prime
5718,9.366689609119941,composite,composite
5719,9.366878938886252,composite,composite
5720,37.468272942200244,composite,composite
5721,4.6836287495614695,composite,composite
5722,4.683723364808228,composite,composite
5723,4.683817963521085,composite,composite
5724,28.103475274234913,composite,composite
5725,7.026010667052305,composite,composite
5726,9.368203321028021,composite,composite
5727,9.36839238629802,composite,composite
5728,14.052872127836897,composite,composite
5729,4.684385208909641,composite,composite
5730,18.73791876818718,composite,composite
5731,4.684574158696182,composite,composite
5732,7.027002913295339,composite,composite
5733,21.08143369149604,composite,composite
5734,9.369714919550553,composite,composite
5735,9.369903721062217,composite,composite
5736,18.74018497931165,composite,composite
5737,2.342570306335713,composite,prime
5738,9.37046992813477,composite,composite
5739,4.6853292990215225,composite,composite
5740,28.1125417052374,composite,composite
5741,2.3427589598136227,composite,prime
5742,28.11367323174168,composite,composite
5743,2.3428532372671964,composite,prime
5744,11.714501818413245,composite,composite
5745,9.37178992757743,composite,composite
5746,14.057967551431055,composite,composite
5747,4.686083387435917,composite,composite
5748,14.058532724013352,composite,composite
5749,2.3431358727608274,composite,prime
5750,18.745463599972908,composite,composite
5751,11.716150095228834,composite,composite
5752,9.373108319644533,composite,composite
5753,4.686648265191117,composite,composite
5754,18.746969416815087,composite,composite
5755,4.6868364268659155,composite,composite
5756,7.030395724774846,composite,composite
5757,9.374049046322792,composite,composite
5758,4.6871185468060865,composite,composite
5759,4.687212554122976,composite,composite
5760,56.24767854141281,composite,composite
5761,4.687400519796027,composite,composite
5762,9.374988956327037,composite,composite
5763,9.375176840451743,composite,composite
5764,14.063047037966225,composite,composite
5765,4.687776255457786,composite,composite
